id,form_id,survey_id,lat,lng,address,state,country,continent
156561148612-4,347,1565611486-4,20 35 30,86 96 ,NULL,NULL,NULL,NULL
156561148712-4,347,1565611487-4,20 35 32,86 85 3,NULL,NULL,NULL,NULL
156561148812-4,347,1565611488-4,20 35 32,86 97 ,NULL,NULL,NULL,NULL
156561148912-4,347,1565611489-4,20 35 26,86 91 4,NULL,NULL,NULL,NULL
156561149012-4,347,1565611490-4,20 35 33,86 96 ,NULL,NULL,NULL,NULL
156561149112-4,347,1565611491-4,20 35 24,86 95 ,NULL,NULL,NULL,NULL
156561149212-4,347,1565611492-4,20 35 21,86 91 ,NULL,NULL,NULL,NULL
156561149312-4,347,1565611493-4,20 35 39,86 .9 ,NULL,NULL,NULL,NULL
156561149412-4,347,1565611494-4,20 35 48,86 91 5,NULL,NULL,NULL,NULL
156561149512-4,347,1565611495-4,20 35 45,86 97 ,NULL,NULL,NULL,NULL
156561149612-4,347,1565611496-4,20 35 41,86 98 ,NULL,NULL,NULL,NULL
156561149712-4,347,1565611497-4,20 35 550,86 .9 ,NULL,NULL,NULL,NULL
156561149812-4,347,1565611498-4,20 35 53,86 18 ,NULL,NULL,NULL,NULL
156561149912-4,347,1565611499-4,20 35 47,86 .9 ,NULL,NULL,NULL,NULL
156561150012-4,347,1565611500-4,20 35 48,86 85 7,NULL,NULL,NULL,NULL
156561150112-4,347,1565611501-4,20 35 57,86 95 ,NULL,NULL,NULL,NULL
156561150212-4,347,1565611502-4,20 36 2,86 96 ,NULL,NULL,NULL,NULL
156561150312-4,347,1565611503-4,20 52 92,86 19 16,NULL,NULL,NULL,NULL
156561150412-4,347,1565611504-4,20 52 83,86 19 11,NULL,NULL,NULL,NULL
156561150512-4,347,1565611505-4,20 52 98,86 19 12,NULL,NULL,NULL,NULL
156561150612-4,347,1565611506-4,20 52 90,86 19 21,NULL,NULL,NULL,NULL
156561150712-4,347,1565611507-4,20 52 80,86 19 19,NULL,NULL,NULL,NULL
156561150812-4,347,1565611508-4,20 52 93,86 19 05,NULL,NULL,NULL,NULL
156561150912-4,347,1565611509-4,20 52 78,86 19 17,NULL,NULL,NULL,NULL
156561151012-4,347,1565611510-4,20 52 76,86 19 15,NULL,NULL,NULL,NULL
156561151112-4,347,1565611511-4,20 52 87,86 19 09,NULL,NULL,NULL,NULL
156561151212-4,347,1565611512-4,20 52 85,86 19 02,NULL,NULL,NULL,NULL
156561151312-4,347,1565611513-4,20 53 24,86 17 17,NULL,NULL,NULL,NULL
156561151412-4,347,1565611514-4,20 53 25,86 17 13,NULL,NULL,NULL,NULL
156561151512-4,347,1565611515-4,20 53 29,86 17 05,NULL,NULL,NULL,NULL
156561151612-4,347,1565611516-4,20 53 26,86 17 20,NULL,NULL,NULL,NULL
156561151712-4,347,1565611517-4,20 53 24,86 17 08,NULL,NULL,NULL,NULL
156561151812-4,347,1565611518-4,20 53 32,86 17 07,NULL,NULL,NULL,NULL
156561151912-4,347,1565611519-4,20 53 36,86 17 09,NULL,NULL,NULL,NULL
156561152012-4,347,1565611520-4,20 53 22,86 17 21,NULL,NULL,NULL,NULL
156561152112-4,347,1565611521-4,20 53 20,86 17 08,NULL,NULL,NULL,NULL
156561152212-4,347,1565611522-4,20 53 26,86 17 07,NULL,NULL,NULL,NULL
156561152312-4,347,1565611523-4,20 52 69,86 18 21,NULL,NULL,NULL,NULL
156561152412-4,347,1565611524-4,20 52 87,86 18 11,NULL,NULL,NULL,NULL
156561152512-4,347,1565611525-4,20 52 84,86 18 05,NULL,NULL,NULL,NULL
156561152612-4,347,1565611526-4,20 52 78,86 18 29,NULL,NULL,NULL,NULL
156561152712-4,347,1565611527-4,20 52 75,86 18 21,NULL,NULL,NULL,NULL
156561152812-4,347,1565611528-4,20 52 65,86 18 28,NULL,NULL,NULL,NULL
156561152912-4,347,1565611529-4,20 52 61,86 18 34,NULL,NULL,NULL,NULL
156561153012-4,347,1565611530-4,20 52 70,86 18 11,NULL,NULL,NULL,NULL
156561153112-4,347,1565611531-4,20 52 74,86 18 19,NULL,NULL,NULL,NULL
156561153212-4,347,1565611532-4,20 52 76,86 18 23,NULL,NULL,NULL,NULL
156561153312-4,347,1565611533-4,20 552086,86 226873,NULL,NULL,NULL,NULL
156561153412-4,347,1565611534-4,20 553243,86 227223,NULL,NULL,NULL,NULL
156561153512-4,347,1565611535-4,20 550473,86 226093,NULL,NULL,NULL,NULL
156561153612-4,347,1565611536-4,20 553376,86 227113,NULL,NULL,NULL,NULL
156561153712-4,347,1565611537-4,20 550638,86 227630,NULL,NULL,NULL,NULL
156561153812-4,347,1565611538-4,20 550304,86 226778,NULL,NULL,NULL,NULL
156561153912-4,347,1565611539-4,20 551118,86 227698,NULL,NULL,NULL,NULL
156561154012-4,347,1565611540-4,20 551448,86 227840,NULL,NULL,NULL,NULL
156561154112-4,347,1565611541-4,20 551776,86 227831,NULL,NULL,NULL,NULL
156561154212-4,347,1565611542-4,20 551913,86 227126,NULL,NULL,NULL,NULL
156561154312-4,347,1565611543-4,20 514714,86 222946,NULL,NULL,NULL,NULL
156561154412-4,347,1565611544-4,20 543945,86 224219,NULL,NULL,NULL,NULL
156561154512-4,347,1565611545-4,20 543661,86 223061,NULL,NULL,NULL,NULL
156561154612-4,347,1565611546-4,20 54411,86 224099,NULL,NULL,NULL,NULL
156561154712-4,347,1565611547-4,20 54521,86 223368,NULL,NULL,NULL,NULL
156561154812-4,347,1565611548-4,20 543661,86 223431,NULL,NULL,NULL,NULL
156561154912-4,347,1565611549-4,20 544328,86 223788,NULL,NULL,NULL,NULL
156561155012-4,347,1565611550-4,20 543141,86 222815,NULL,NULL,NULL,NULL
156561155112-4,347,1565611551-4,20 543743,86 223916,NULL,NULL,NULL,NULL
156561155212-4,347,1565611552-4,20 54418,86 222923,NULL,NULL,NULL,NULL
156561155312-4,347,1565611553-4,20 51 93,86 21 08,NULL,NULL,NULL,NULL
156561155412-4,347,1565611554-4,20 51 95,86 21 12,NULL,NULL,NULL,NULL
156561155512-4,347,1565611555-4,20 51 97,86 21 18,NULL,NULL,NULL,NULL
156561155612-4,347,1565611556-4,20 51 94,86 21 07,NULL,NULL,NULL,NULL
156561155712-4,347,1565611557-4,20 51 98,86 21 09,NULL,NULL,NULL,NULL
156561155812-4,347,1565611558-4,20 51 96,86 21 11,NULL,NULL,NULL,NULL
156561155912-4,347,1565611559-4,20 51 97,86 21 00,NULL,NULL,NULL,NULL
156561156012-4,347,1565611560-4,20 52 02,86 21 09,NULL,NULL,NULL,NULL
156561156112-4,347,1565611561-4,20 52 07,86 20 06,NULL,NULL,NULL,NULL
156561156212-4,347,1565611562-4,20 51 92,86 20 13,NULL,NULL,NULL,NULL
156561156312-4,347,1565611563-4,20 51 16,86 19 64,NULL,NULL,NULL,NULL
156561156412-4,347,1565611564-4,20 51 11,86 19 61,NULL,NULL,NULL,NULL
156561156512-4,347,1565611565-4,20 51 09,86 19 73,NULL,NULL,NULL,NULL
156561156612-4,347,1565611566-4,20 51 18,86 19 66,NULL,NULL,NULL,NULL
156561156712-4,347,1565611567-4,20 51 01,86 19 78,NULL,NULL,NULL,NULL
156561156812-4,347,1565611568-4,20 51 06,86 19 69,NULL,NULL,NULL,NULL
156561156912-4,347,1565611569-4,20 51 10,86 19 78,NULL,NULL,NULL,NULL
156561157012-4,347,1565611570-4,20 51 15,86 19 74,NULL,NULL,NULL,NULL
156561157112-4,347,1565611571-4,20 51 19,86 18 70,NULL,NULL,NULL,NULL
156561157212-4,347,1565611572-4,20 51 21,86 19 71,NULL,NULL,NULL,NULL
156561157312-4,347,1565611573-4,20 56 54,86 21 53,NULL,NULL,NULL,NULL
156561157412-4,347,1565611574-4,20 54 28,86 20 96,NULL,NULL,NULL,NULL
156561157512-4,347,1565611575-4,20 57 37,86 56 42,NULL,NULL,NULL,NULL
156561157612-4,347,1565611576-4,20 55 39,86 20 90,NULL,NULL,NULL,NULL
156561157712-4,347,1565611577-4,20 56 55,86 56 39,NULL,NULL,NULL,NULL
156561157812-4,347,1565611578-4,20 57 56,86 57 80,NULL,NULL,NULL,NULL
156561157912-4,347,1565611579-4,20 55 48,86 56 42,NULL,NULL,NULL,NULL
156561158012-4,347,1565611580-4,20 54 45,86 21 45,NULL,NULL,NULL,NULL
156561158112-4,347,1565611581-4,20 57 56,86 26 15,NULL,NULL,NULL,NULL
156561158212-4,347,1565611582-4,20 56 32,86 21 35,NULL,NULL,NULL,NULL
156561158312-4,347,1565611583-4,20 54 72,86 20 29,NULL,NULL,NULL,NULL
156561158412-4,347,1565611584-4,20 55 89,86 22 17,NULL,NULL,NULL,NULL
156561158512-4,347,1565611585-4,20 56 00,86 21 99,NULL,NULL,NULL,NULL
156561158612-4,347,1565611586-4,20 54 97,86 21 55,NULL,NULL,NULL,NULL
156561158712-4,347,1565611587-4,20 57 88,86 21 89,NULL,NULL,NULL,NULL
156561158812-4,347,1565611588-4,20 54 23,86 23 84,NULL,NULL,NULL,NULL
156561158912-4,347,1565611589-4,20 55 65,86 20 54,NULL,NULL,NULL,NULL
156561159012-4,347,1565611590-4,20 58 72,86 20 87,NULL,NULL,NULL,NULL
156561159112-4,347,1565611591-4,20 55 87,86 21 55,NULL,NULL,NULL,NULL
156561159212-4,347,1565611592-4,20 87 13,86 21 55,NULL,NULL,NULL,NULL
156561159312-4,347,1565611593-4,20 57 44,86 22 31,NULL,NULL,NULL,NULL
156561159412-4,347,1565611594-4,20 55 36,86 20 56,NULL,NULL,NULL,NULL
156561159512-4,347,1565611595-4,20 56 52,86 23 34,NULL,NULL,NULL,NULL
156561159612-4,347,1565611596-4,20 58 13,86 21 30,NULL,NULL,NULL,NULL
156561159712-4,347,1565611597-4,20 56 18,86 22 53,NULL,NULL,NULL,NULL
156561159812-4,347,1565611598-4,20 48 56,86 23 32,NULL,NULL,NULL,NULL
156561159912-4,347,1565611599-4,20 56 28,86 21 14,NULL,NULL,NULL,NULL
156561160012-4,347,1565611600-4,20 55 34,86 22 50,NULL,NULL,NULL,NULL
156561160112-4,347,1565611601-4,20 56 19,86 22 18,NULL,NULL,NULL,NULL
156561160212-4,347,1565611602-4,20 57 15,86 21 13,NULL,NULL,NULL,NULL
156561160312-4,347,1565611603-4,20 34455,86 14450,NULL,NULL,NULL,NULL
156561160412-4,347,1565611604-4,20 34383,86 14412,NULL,NULL,NULL,NULL
156561160512-4,347,1565611605-4,20 34393,86 14098,NULL,NULL,NULL,NULL
156561160612-4,347,1565611606-4,20 34542,86 14345,NULL,NULL,NULL,NULL
156561160712-4,347,1565611607-4,20 34599,86 14230,NULL,NULL,NULL,NULL
156561160812-4,347,1565611608-4,20 34450,86 14035,NULL,NULL,NULL,NULL
156561160912-4,347,1565611609-4,20 34388,86 14357,NULL,NULL,NULL,NULL
156561161012-4,347,1565611610-4,20 34469,86 14079,NULL,NULL,NULL,NULL
156561161112-4,347,1565611611-4,20 34143,86 13958,NULL,NULL,NULL,NULL
156561161212-4,347,1565611612-4,20 34499,86 14376,NULL,NULL,NULL,NULL
156561161312-4,347,1565611613-4,20 49 98,84 99 68,NULL,NULL,NULL,NULL
156561161412-4,347,1565611614-4,20 49 90,84 99 62,NULL,NULL,NULL,NULL
156561161512-4,347,1565611615-4,20 50 11,84 99 56,NULL,NULL,NULL,NULL
156561161612-4,347,1565611616-4,20 50 10,84 99 46,NULL,NULL,NULL,NULL
156561161712-4,347,1565611617-4,20 50 17,84 99 39,NULL,NULL,NULL,NULL
156561161812-4,347,1565611618-4,20 50 18,84 99 23,NULL,NULL,NULL,NULL
156561161912-4,347,1565611619-4,20 50 08,84 99 20,NULL,NULL,NULL,NULL
156561162012-4,347,1565611620-4,20 49 98,84 99 36,NULL,NULL,NULL,NULL
156561162112-4,347,1565611621-4,20 49 92,84 99 54,NULL,NULL,NULL,NULL
156561162212-4,347,1565611622-4,20 49 77,84 99 58,NULL,NULL,NULL,NULL
156561162312-4,347,1565611623-4,20 50 25,85 01 05,NULL,NULL,NULL,NULL
156561162412-4,347,1565611624-4,20 50 21,85 01 06,NULL,NULL,NULL,NULL
156561162512-4,347,1565611625-4,20 50 18,85 01 11,NULL,NULL,NULL,NULL
156561162612-4,347,1565611626-4,20 50 16,85 01 08,NULL,NULL,NULL,NULL
156561162712-4,347,1565611627-4,20 50 25,85 00 95,NULL,NULL,NULL,NULL
156561162812-4,347,1565611628-4,20 50 25,85 00 87,NULL,NULL,NULL,NULL
156561162912-4,347,1565611629-4,20 50 41,85 00 83,NULL,NULL,NULL,NULL
156561163012-4,347,1565611630-4,20 50 38,85 00 76,NULL,NULL,NULL,NULL
156561163112-4,347,1565611631-4,20 50 31,85 00 75,NULL,NULL,NULL,NULL
156561163212-4,347,1565611632-4,20 50 26,85 00 68,NULL,NULL,NULL,NULL
156561163312-4,347,1565611633-4,20 48 94,85 08 36,NULL,NULL,NULL,NULL
156561163412-4,347,1565611634-4,20 48 93,85 08 42,NULL,NULL,NULL,NULL
156561163512-4,347,1565611635-4,20 48 90,85 08 50,NULL,NULL,NULL,NULL
156561163612-4,347,1565611636-4,20 48 92,85 08 54,NULL,NULL,NULL,NULL
156561163712-4,347,1565611637-4,20 48 89,85 08 58,NULL,NULL,NULL,NULL
156561163812-4,347,1565611638-4,20 48 86,85 08 52,NULL,NULL,NULL,NULL
156561163912-4,347,1565611639-4,20 48 89,85 08 44,NULL,NULL,NULL,NULL
156561164012-4,347,1565611640-4,20 48 93,85 08 39,NULL,NULL,NULL,NULL
156561164112-4,347,1565611641-4,20 49 01,85 08 36,NULL,NULL,NULL,NULL
156561164212-4,347,1565611642-4,20 49 04,85 08 35,NULL,NULL,NULL,NULL
156561164312-4,347,1565611643-4,20 49123,85 09019,NULL,NULL,NULL,NULL
156561164412-4,347,1565611644-4,20 49110,85 09133,NULL,NULL,NULL,NULL
156561164512-4,347,1565611645-4,20 49103,85 09122,NULL,NULL,NULL,NULL
156561164612-4,347,1565611646-4,20 49080,85 09116,NULL,NULL,NULL,NULL
156561164712-4,347,1565611647-4,20 49071,85 09152,NULL,NULL,NULL,NULL
156561164812-4,347,1565611648-4,20 49069,85 09171,NULL,NULL,NULL,NULL
156561164912-4,347,1565611649-4,20 49077,85 09196,NULL,NULL,NULL,NULL
156561165012-4,347,1565611650-4,20 40067,85 09215,NULL,NULL,NULL,NULL
156561165112-4,347,1565611651-4,20 49100,85 09237,NULL,NULL,NULL,NULL
156561165212-4,347,1565611652-4,20 49100,85 09206,NULL,NULL,NULL,NULL
156561165312-4,347,1565611653-4,20 48168,85 07821,NULL,NULL,NULL,NULL
156561165412-4,347,1565611654-4,20 48151,85 07837,NULL,NULL,NULL,NULL
156561165512-4,347,1565611655-4,20 48043,85 07841,NULL,NULL,NULL,NULL
156561165612-4,347,1565611656-4,20 47969,85 08045,NULL,NULL,NULL,NULL
156561165712-4,347,1565611657-4,20 48026,85 08076,NULL,NULL,NULL,NULL
156561165812-4,347,1565611658-4,20 48068,85 08111,NULL,NULL,NULL,NULL
156561165912-4,347,1565611659-4,20 48132,85 08129,NULL,NULL,NULL,NULL
156561166012-4,347,1565611660-4,20 48143,85 08120,NULL,NULL,NULL,NULL
156561166112-4,347,1565611661-4,20 48111,85 08141,NULL,NULL,NULL,NULL
156561166212-4,347,1565611662-4,20 48112,85 08163,NULL,NULL,NULL,NULL
156561166312-4,347,1565611663-4,20 48778,85 08440,NULL,NULL,NULL,NULL
156561166412-4,347,1565611664-4,20 48953,85 08443,NULL,NULL,NULL,NULL
156561166512-4,347,1565611665-4,20 48987,85 08452,NULL,NULL,NULL,NULL
156561166612-4,347,1565611666-4,20 48977,85 08463,NULL,NULL,NULL,NULL
156561166712-4,347,1565611667-4,20 48973,85 08537,NULL,NULL,NULL,NULL
156561166812-4,347,1565611668-4,20 48987,85 08858,NULL,NULL,NULL,NULL
156561166912-4,347,1565611669-4,20 49057,85 08949,NULL,NULL,NULL,NULL
156561167012-4,347,1565611670-4,20 49063,85 08937,NULL,NULL,NULL,NULL
156561167112-4,347,1565611671-4,20 49087,85 07938,NULL,NULL,NULL,NULL
156561167212-4,347,1565611672-4,20 49110,85 08932,NULL,NULL,NULL,NULL
156561167312-4,347,1565611673-4,20 47 89,85 08 76,NULL,NULL,NULL,NULL
156561167412-4,347,1565611674-4,20 47 95,85 08 78,NULL,NULL,NULL,NULL
156561167512-4,347,1565611675-4,20 47 84,85 08 63,NULL,NULL,NULL,NULL
156561167612-4,347,1565611676-4,20 47 80,85 08 63,NULL,NULL,NULL,NULL
156561167712-4,347,1565611677-4,20 47 80,85 08 59,NULL,NULL,NULL,NULL
156561167812-4,347,1565611678-4,20 47 77,85 08 63,NULL,NULL,NULL,NULL
156561167912-4,347,1565611679-4,20 47 78,85 08 53,NULL,NULL,NULL,NULL
156561168012-4,347,1565611680-4,20 47 72,85 08 63,NULL,NULL,NULL,NULL
156561168112-4,347,1565611681-4,20 47 70,85 08 54,NULL,NULL,NULL,NULL
156561168212-4,347,1565611682-4,20 47 70,85 08 45,NULL,NULL,NULL,NULL
156561168312-4,347,1565611683-4,20 46 36,85 08 05,NULL,NULL,NULL,NULL
156561168412-4,347,1565611684-4,20 46 40,85 07 98,NULL,NULL,NULL,NULL
156561168512-4,347,1565611685-4,20 46 39,85 07 92,NULL,NULL,NULL,NULL
156561168612-4,347,1565611686-4,20 46 34,85 07 86,NULL,NULL,NULL,NULL
156561168712-4,347,1565611687-4,20 46 28,85 07 84,NULL,NULL,NULL,NULL
156561168812-4,347,1565611688-4,20 46 22,85 07 81,NULL,NULL,NULL,NULL
156561168912-4,347,1565611689-4,20 46 17,85 07 84,NULL,NULL,NULL,NULL
156561169012-4,347,1565611690-4,20 46 13,85 07 84,NULL,NULL,NULL,NULL
156561169112-4,347,1565611691-4,20 45 99,85 08 22,NULL,NULL,NULL,NULL
156561169212-4,347,1565611692-4,20 46 02,85 08 06,NULL,NULL,NULL,NULL
156561169312-4,347,1565611693-4,20 46 92,85 07 81,NULL,NULL,NULL,NULL
156561169412-4,347,1565611694-4,20 46 89,85 07 50,NULL,NULL,NULL,NULL
156561169512-4,347,1565611695-4,20 46 944,85 07 554,NULL,NULL,NULL,NULL
156561169612-4,347,1565611696-4,20 46 955,85 07 50,NULL,NULL,NULL,NULL
156561169712-4,347,1565611697-4,20 46 94,85 07 477,NULL,NULL,NULL,NULL
156561169812-4,347,1565611698-4,20 46 88,85 07 45,NULL,NULL,NULL,NULL
156561169912-4,347,1565611699-4,20 46 85,85 07 47,NULL,NULL,NULL,NULL
156561170012-4,347,1565611700-4,20 46 92,85 07 63,NULL,NULL,NULL,NULL
156561170112-4,347,1565611701-4,20 46 90,85 07 69,NULL,NULL,NULL,NULL
156561170212-4,347,1565611702-4,20 46 93,85 07 74,NULL,NULL,NULL,NULL
156561170312-4,347,1565611703-4,20 441583,85 146023,NULL,NULL,NULL,NULL
156561170412-4,347,1565611704-4,20 441424,85 146353,NULL,NULL,NULL,NULL
156561170512-4,347,1565611705-4,20 440896,85 146543,NULL,NULL,NULL,NULL
156561170612-4,347,1565611706-4,20 442100,85 146948,NULL,NULL,NULL,NULL
156561170712-4,347,1565611707-4,20 442204,85 145925,NULL,NULL,NULL,NULL
156561170812-4,347,1565611708-4,20 442435,85 146274,NULL,NULL,NULL,NULL
156561170912-4,347,1565611709-4,20 442610,85 146390,NULL,NULL,NULL,NULL
156561171012-4,347,1565611710-4,20 442246,85 146478,NULL,NULL,NULL,NULL
156561171112-4,347,1565611711-4,20 441941,85 146728,NULL,NULL,NULL,NULL
156561171212-4,347,1565611712-4,20 441482,85 146342,NULL,NULL,NULL,NULL
156561171312-4,347,1565611713-4,20 447772,85 146421,NULL,NULL,NULL,NULL
156561171412-4,347,1565611714-4,20 447702,85 146011,NULL,NULL,NULL,NULL
156561171512-4,347,1565611715-4,20 447225,85 146290,NULL,NULL,NULL,NULL
156561171612-4,347,1565611716-4,20 446703,85 145510,NULL,NULL,NULL,NULL
156561171712-4,347,1565611717-4,20 446069,85 145591,NULL,NULL,NULL,NULL
156561171812-4,347,1565611718-4,20 446203,85 145974,NULL,NULL,NULL,NULL
156561171912-4,347,1565611719-4,20 445535,85 145141,NULL,NULL,NULL,NULL
156561172012-4,347,1565611720-4,20 445690,85 145724,NULL,NULL,NULL,NULL
156561172112-4,347,1565611721-4,20 445772,85 146678,NULL,NULL,NULL,NULL
156561172212-4,347,1565611722-4,20 445798,85 147455,NULL,NULL,NULL,NULL
156561172312-4,347,1565611723-4,20 434398,85 156465,NULL,NULL,NULL,NULL
156561172412-4,347,1565611724-4,20 435339,85 155819,NULL,NULL,NULL,NULL
156561172512-4,347,1565611725-4,20 436091,85 155925,NULL,NULL,NULL,NULL
156561172612-4,347,1565611726-4,20 436220,85 155177,NULL,NULL,NULL,NULL
156561172712-4,347,1565611727-4,20 436371,85 154069,NULL,NULL,NULL,NULL
156561172812-4,347,1565611728-4,20 435929,85 155198,NULL,NULL,NULL,NULL
156561172912-4,347,1565611729-4,20 436675,85 156673,NULL,NULL,NULL,NULL
156561173012-4,347,1565611730-4,20 437285,85 157212,NULL,NULL,NULL,NULL
156561173112-4,347,1565611731-4,20 437758,85 156834,NULL,NULL,NULL,NULL
156561173212-4,347,1565611732-4,20 437337,85 156123,NULL,NULL,NULL,NULL
156561173312-4,347,1565611733-4,20 442300,85 161170,NULL,NULL,NULL,NULL
156561173412-4,347,1565611734-4,20 441379,85 162492,NULL,NULL,NULL,NULL
156561173512-4,347,1565611735-4,20 443306,85 161878,NULL,NULL,NULL,NULL
156561173612-4,347,1565611736-4,20 442325,85 161176,NULL,NULL,NULL,NULL
156561173712-4,347,1565611737-4,20 441770,85 161135,NULL,NULL,NULL,NULL
156561173812-4,347,1565611738-4,20 442743,85 161166,NULL,NULL,NULL,NULL
156561173912-4,347,1565611739-4,20 443202,85 161280,NULL,NULL,NULL,NULL
156561174012-4,347,1565611740-4,20 442971,85 161852,NULL,NULL,NULL,NULL
156561174112-4,347,1565611741-4,20 426589,85 161913,NULL,NULL,NULL,NULL
156561174212-4,347,1565611742-4,20 442959,85 162516,NULL,NULL,NULL,NULL
156561174312-4,347,1565611743-4,20 413452,85 169743,NULL,NULL,NULL,NULL
156561174412-4,347,1565611744-4,20 412292,85 169579,NULL,NULL,NULL,NULL
156561174512-4,347,1565611745-4,20 416145,85 166517,NULL,NULL,NULL,NULL
156561174612-4,347,1565611746-4,20 417207,85 166909,NULL,NULL,NULL,NULL
156561174712-4,347,1565611747-4,20 418490,85 167797,NULL,NULL,NULL,NULL
156561174812-4,347,1565611748-4,20 419110,85 167142,NULL,NULL,NULL,NULL
156561174912-4,347,1565611749-4,20 423654,85 167662,NULL,NULL,NULL,NULL
156561175012-4,347,1565611750-4,20 411128,85 170180,NULL,NULL,NULL,NULL
156561175112-4,347,1565611751-4,20 41176,85 169647,NULL,NULL,NULL,NULL
156561175212-4,347,1565611752-4,20 410801,85 168754,NULL,NULL,NULL,NULL
156561175312-4,347,1565611753-4,20 40496,85 18667,NULL,NULL,NULL,NULL
156561175412-4,347,1565611754-4,20 40082,85 18782,NULL,NULL,NULL,NULL
156561175512-4,347,1565611755-4,20 38536,85 18655,NULL,NULL,NULL,NULL
156561175612-4,347,1565611756-4,20 40695,85 195231,NULL,NULL,NULL,NULL
156561175712-4,347,1565611757-4,20 391360,85 18774,NULL,NULL,NULL,NULL
156561175812-4,347,1565611758-4,20 40511,85 19588,NULL,NULL,NULL,NULL
156561175912-4,347,1565611759-4,20 40134,85 18904,NULL,NULL,NULL,NULL
156561176012-4,347,1565611760-4,20 40312,85 19601,NULL,NULL,NULL,NULL
156561176112-4,347,1565611761-4,20 40548,85 19645,NULL,NULL,NULL,NULL
156561176212-4,347,1565611762-4,20 39972,85 18870,NULL,NULL,NULL,NULL
156561176312-4,347,1565611763-4,20 41935,85 20296,NULL,NULL,NULL,NULL
156561176412-4,347,1565611764-4,20 42972,85 20913,NULL,NULL,NULL,NULL
156561176512-4,347,1565611765-4,20 42102,85 21417,NULL,NULL,NULL,NULL
156561176612-4,347,1565611766-4,20 41887,85 20021,NULL,NULL,NULL,NULL
156561176712-4,347,1565611767-4,20 41894,85 205095,NULL,NULL,NULL,NULL
156561176812-4,347,1565611768-4,20 41633,85 20583,NULL,NULL,NULL,NULL
156561176912-4,347,1565611769-4,20 41917,85 20363,NULL,NULL,NULL,NULL
156561177012-4,347,1565611770-4,20 41837,85 20450,NULL,NULL,NULL,NULL
156561177112-4,347,1565611771-4,20 42987,85 18929,NULL,NULL,NULL,NULL
156561177212-4,347,1565611772-4,20 42503,85 22586,NULL,NULL,NULL,NULL
156561177312-4,347,1565611773-4,20 52062,84 95987,NULL,NULL,NULL,NULL
156561177412-4,347,1565611774-4,20 52015,84 96045,NULL,NULL,NULL,NULL
156561177512-4,347,1565611775-4,20 51934,84 96020,NULL,NULL,NULL,NULL
156561177612-4,347,1565611776-4,20 52271,84 95908,NULL,NULL,NULL,NULL
156561177712-4,347,1565611777-4,20 51821,84 96069,NULL,NULL,NULL,NULL
156561177812-4,347,1565611778-4,20 51558,84 96076,NULL,NULL,NULL,NULL
156561177912-4,347,1565611779-4,20 51504,84 96019,NULL,NULL,NULL,NULL
156561178012-4,347,1565611780-4,20 51464,84 96002,NULL,NULL,NULL,NULL
156561178112-4,347,1565611781-4,20 51405,84 95939,NULL,NULL,NULL,NULL
156561178212-4,347,1565611782-4,20 51265,84 95809,NULL,NULL,NULL,NULL
156561178312-4,347,1565611783-4,20 51813,84 96773,NULL,NULL,NULL,NULL
156561178412-4,347,1565611784-4,20 53504,84 96103,NULL,NULL,NULL,NULL
156561178512-4,347,1565611785-4,20 53683,84 96344,NULL,NULL,NULL,NULL
156561178612-4,347,1565611786-4,20 53696,84 96370,NULL,NULL,NULL,NULL
156561178712-4,347,1565611787-4,20 53688,84 96328,NULL,NULL,NULL,NULL
156561178812-4,347,1565611788-4,20 53687,84 96141,NULL,NULL,NULL,NULL
156561178912-4,347,1565611789-4,20 53714,84 96002,NULL,NULL,NULL,NULL
156561179012-4,347,1565611790-4,20 53736,84 95797,NULL,NULL,NULL,NULL
156561179112-4,347,1565611791-4,20 53571,84 95742,NULL,NULL,NULL,NULL
156561179212-4,347,1565611792-4,20 53520,84 95731,NULL,NULL,NULL,NULL
156561179312-4,347,1565611793-4,20 50355,84 95191,NULL,NULL,NULL,NULL
156561179412-4,347,1565611794-4,20 50475,84 95069,NULL,NULL,NULL,NULL
156561179512-4,347,1565611795-4,20 50386,84 95067,NULL,NULL,NULL,NULL
156561179612-4,347,1565611796-4,20 50277,84 95136,NULL,NULL,NULL,NULL
156561179712-4,347,1565611797-4,20 50107,84 95285,NULL,NULL,NULL,NULL
156561179812-4,347,1565611798-4,20 50186,84 95239,NULL,NULL,NULL,NULL
156561179912-4,347,1565611799-4,20 50126,84 95225,NULL,NULL,NULL,NULL
156561180012-4,347,1565611800-4,20 50532,84 95140,NULL,NULL,NULL,NULL
156561180112-4,347,1565611801-4,20 50391,84 95161,NULL,NULL,NULL,NULL
156561180212-4,347,1565611802-4,20 49850,84 95550,NULL,NULL,NULL,NULL
156561180312-4,347,1565611803-4,20 51756,84 96563,NULL,NULL,NULL,NULL
156561180412-4,347,1565611804-4,20 52036,84 96541,NULL,NULL,NULL,NULL
156561180512-4,347,1565611805-4,20 51987,84 96537,NULL,NULL,NULL,NULL
156561180612-4,347,1565611806-4,20 51995,84 96507,NULL,NULL,NULL,NULL
156561180712-4,347,1565611807-4,20 51954,84 96517,NULL,NULL,NULL,NULL
156561180812-4,347,1565611808-4,20 51897,84 96498,NULL,NULL,NULL,NULL
156561180912-4,347,1565611809-4,20 519114,84 96456,NULL,NULL,NULL,NULL
156561181012-4,347,1565611810-4,20 51889,84 96443,NULL,NULL,NULL,NULL
